N_estagios,pos_alimentacao,razao_refluxo,corte_pct,pressao,z_propeno,pureza_topo,recuperacao,Q_refervedor,R_sobre_Rmin,T_condensador
210,0.513863985268399,16.3345002458021,98.87789866673607,20.13915462020599,0.6609017831639852,97.98934513547648,96.8898053872547,37.20937932246684,1.234197395254297,48.84876087873118
260,0.3300868459936231,21.88558004591614,98.74736977401727,19.6824716414921,0.8181152673186036,99.40378234453459,98.15862052111687,61.30705485439913,1.678089786119582,47.76864112337506
110,0.5238735211316495,17.39579143382981,99.04647799739537,17.66769213497825,0.796500562121789,98.23066083561012,97.29400987123864,50.12762156347759,1.525394270810725,42.7818847952766
170,0.5011241797595285,22.49276284031198,99.89179401035263,20.36196892191097,0.7196865105764475,99.01164742915931,98.90451089619243,55.22002595889738,1.676295307400829,49.36954702558415
260,0.6974472213746048,16.29536243629828,98.93153427812223,17.18742220436223,0.729989152964484,99.74888050945768,98.6830979132573,43.55771290856775,1.311330569316352,41.53465880691283
180,0.6964546004611067,12.65720698609203,97.47067533293615,20.91835271302611,0.8135432038332335,97.09903637226273,94.6430864938178,34.99704058688333,1.072550681558002,50.65285638731041
180,0.6501322237265296,11.19818883357942,97.83511388139529,15.66361861541495,0.8796899087903089,98.66004437517338,96.52416676988599,37.72604060780655,1.081743251590665,37.40682601086547
110,0.3020696814965457,18.35567227867246,97.31432823074127,16.92723800788447,0.6125844189391472,94.45491027437473,91.91816141445716,40.44589147934006,1.63796577189661,40.84868956228991
200,0.5799494342819786,18.91867441151291,98.80487378326556,15.37604942765087,0.8091889119603904,99.83925493041987,98.64604982015412,57.55110687895862,1.637166354423928,36.59624030276791
180,0.437639882430993,22.45891162438691,99.31232589985852,14.51114736628346,0.6169461333880434,99.49891630301768,98.81468802568038,52.82661629521722,1.839607288526009,34.09148084864455
160,0.6958124412604607,22.0927298880741,97.63333946792238,15.4316746760048,0.711188498637965,99.83809252449082,97.47526379273457,57.88296506198338,1.85263444733921,36.75386825061736
110,0.5707023906398565,21.84564396186918,99.34321205120213,18.09364824589156,0.8299593322821893,99.00199752266904,98.351764333871,64.51036078178392,1.826338278515648,43.86823846691129
230,0.5185113893788308,18.15229291670769,98.05883505307017,15.51847522559576,0.6139879603575915,99.60063092566106,97.66721839121118,41.55493862382469,1.440762200551429,36.9990353460181
180,0.5516116957315244,10.07609310689196,99.19423845692077,16.74953171342611,0.6878129962261766,93.67378993554709,92.91900256030161,26.58230870351675,1.023931014631576,40.37588210994306
180,0.6645995780380443,13.70046352453157,98.54253014820328,18.07927414728515,0.7931520857371157,98.52009624915902,97.08419554836642,39.36112956116657,1.163007508580594,43.83187385466556
150,0.3768279987640679,12.88413873252273,98.25483660007133,18.55153256583214,0.695699541782937,94.82744776340188,93.17255385194851,32.20482885713215,1.189782688661789,45.01615215074543
150,0.53151677152263,12.84186800117046,99.00306229124678,15.61448496532254,0.7165680546251592,97.41274330462883,96.44159893349402,35.32157502756736,1.184188605936279,37.26908281246352
230,0.3469905024045147,20.17278613929078,99.26358131901463,17.32285036331043,0.7854021084141685,99.36963549698872,98.63785893796184,57.40850075575673,1.67271189794303,41.88881663387338
150,0.3156942559882067,15.81773262123018,98.76661314353359,18.6788351091221,0.7998013063083635,97.25536473853793,96.05582985264432,44.96429849969586,1.424361299515689,45.33175913045528
190,0.6290478921324946,21.81397868050262,97.9660923995234,15.97241661371477,0.7497458094569156,99.88313061078718,97.85160002570041,59.85268499425528,1.823510679729145,38.26558239149671
200,0.3238241166853346,15.40205909581482,99.7662788659089,18.45473366874084,0.8446131672741612,98.40685818683268,98.17686056185499,46.99106148550667,1.336437671257074,44.77515053887663
260,0.3882104497998021,19.33767352770641,99.092841185037,21.95728139176592,0.8951361154410755,99.34061962196125,98.43944243422177,57.01616151373,1.363622225902108,52.98692278808659
230,0.4587356844408437,14.29323224692047,97.89854310474982,21.26035726884939,0.608767843855312,95.29945412846713,93.29677717854868,29.2409644512389,1.088751590982725,51.42993492471857
230,0.6479915921439416,8.949949920877815,98.24368728321426,14.0079643522799,0.6476302343477262,91.80593167092465,90.19353241822458,23.49653314019514,1.000955751545188,32.58497753066655
200,0.378068256074097,15.4310584551096,98.96415084395458,15.80171043038368,0.8357584237009752,99.09079706543287,98.06436588031191,48.70469693590971,1.390850563935085,37.79232428642933
240,0.3356008873155341,20.75117684981972,97.07012626413692,19.60866653050669,0.8020990041632206,99.16736035645519,96.26188191082269,56.24250556724531,1.613712818318221,47.59244201939566
200,0.6603303298067301,23.36822096534446,98.30376746602268,16.31167456384376,0.8651465592414374,99.96477706512354,98.26914199402701,73.53287613797214,1.948833115260606,39.19559366430735
160,0.5747152356656269,14.77569457388669,97.54858756952579,14.54674380603246,0.802979944875883,99.26921998691886,96.83572198852471,45.38448968661609,1.353663555950434,34.19663555422989
220,0.4422093495987355,11.79313489887118,98.89220926338847,14.85155325864628,0.6524094203542219,96.59747335757507,95.52737549591906,30.13504270059119,1.082579330288749,35.08964912796176
200,0.4760323355431668,12.49148847415298,97.00537635176096,18.46436875572614,0.8353243394145509,97.87961379811514,94.94848773651174,37.16221838823181,1.120230527842877,44.79917887034094
130,0.3997088649901561,9.941587655100971,97.40364726172147,21.76615110743046,0.6663489840463735,88.50569021381985,86.20777030242103,22.53803659752811,1.05795822510658,52.56338001015718
