N,pos,R,corte,P,lucro,pureza_nom,pureza_pior,Q,cascos,recuperacao,altura,aprox,precisa_refrig
200.000000,0.666296,21.610478,99.763001,19.310865,61.262114,99.732739,99.582438,56.527821,3.000000,99.496374,145.000000,6.876733,0.000000
250.000000,0.702514,17.653905,99.551385,18.916556,63.421437,99.709308,99.541253,46.912884,3.000000,99.261997,179.800000,5.917098,0.000000
280.000000,0.573169,19.983674,99.576255,19.096897,60.762264,99.810166,99.699565,52.591814,4.000000,99.387225,201.400000,6.357718,0.000000
280.000000,0.727556,20.254800,99.924423,20.931688,61.946609,99.816764,99.728177,51.461492,4.000000,99.741325,201.400000,10.683321,0.000000
260.000000,0.697869,21.495515,99.759783,16.533346,53.528928,99.976869,99.961760,59.458598,4.000000,99.736708,187.000000,10.000000,1.000000
270.000000,0.564931,21.114686,99.532325,19.987184,60.374927,99.773338,99.645805,54.397724,4.000000,99.306723,194.200000,8.491245,0.000000
300.000000,0.726146,20.709019,99.749915,20.186104,60.634223,99.916560,99.873375,53.296045,4.000000,99.666683,215.200000,8.958830,0.000000
270.000000,0.664336,18.022768,99.784568,19.133869,62.984407,99.740569,99.592718,47.740890,4.000000,99.525696,194.200000,6.447689,0.000000
280.000000,0.715133,16.715847,99.701417,18.724675,63.684740,99.722754,99.560854,44.794985,4.000000,99.424999,201.400000,5.445034,0.000000
310.000000,0.703634,19.627900,99.505380,20.446494,61.237262,99.859725,99.788865,50.244107,4.000000,99.365798,222.400000,9.566068,0.000000
210.000000,0.730508,21.820236,99.684727,19.993381,61.210761,99.771842,99.654437,56.211966,3.000000,99.457289,151.600000,8.505862,0.000000
230.000000,0.552800,21.680027,99.672251,19.319182,60.599886,99.717924,99.549383,56.640479,3.000000,99.391099,166.000000,6.896827,0.000000
290.000000,0.721773,19.622161,99.653823,19.607406,61.324017,99.891127,99.832691,51.188097,4.000000,99.545327,208.000000,7.589429,0.000000
280.000000,0.721638,18.695179,99.947655,19.580426,62.677272,99.824151,99.730525,49.058513,4.000000,99.771898,201.400000,7.524899,0.000000
270.000000,0.737980,21.546537,99.653575,18.770545,59.414937,99.954806,99.928901,56.929201,4.000000,99.608537,194.200000,5.558192,0.000000
270.000000,0.696280,17.904270,99.565104,19.098412,62.774902,99.766000,99.633682,47.373392,4.000000,99.332122,194.200000,6.361408,0.000000
300.000000,0.562759,18.317433,99.524031,19.025421,61.861258,99.737828,99.585669,48.460807,4.000000,99.263107,215.200000,6.183434,0.000000
260.000000,0.642413,20.374815,99.818683,19.729634,61.422374,99.809140,99.702939,53.010493,4.000000,99.628168,187.000000,7.880992,0.000000
280.000000,0.699089,18.494088,99.632905,20.247568,62.769426,99.730341,99.589816,47.741092,4.000000,99.364236,201.400000,9.102657,0.000000
300.000000,0.738188,17.836839,99.591498,20.314445,63.034695,99.737190,99.604146,46.048084,4.000000,99.329761,215.200000,9.258803,0.000000
250.000000,0.730213,19.772472,99.662669,20.368740,62.469494,99.763794,99.642914,50.758632,3.000000,99.427261,179.800000,9.385310,0.000000
310.000000,0.594401,18.849113,99.544515,19.200540,61.344067,99.818556,99.715994,49.627325,4.000000,99.363898,222.400000,6.609626,0.000000
290.000000,0.648319,19.016529,99.592002,18.973869,61.432451,99.855370,99.772924,50.301644,4.000000,99.447963,208.000000,6.057447,0.000000
230.000000,0.674197,21.920059,99.735762,18.916357,60.213111,99.876656,99.805037,57.748868,3.000000,99.612744,166.000000,5.916610,0.000000
270.000000,0.626104,17.959307,99.616311,18.863997,62.665735,99.720725,99.557025,47.763012,4.000000,99.338108,194.200000,5.788128,0.000000
250.000000,0.681679,21.346920,99.781519,19.939038,61.058779,99.847169,99.763975,55.161572,3.000000,99.629021,179.800000,8.377585,0.000000
270.000000,0.696756,21.517641,99.803914,18.639801,59.548851,99.946091,99.914528,57.093012,4.000000,99.750111,194.200000,5.235147,0.000000
210.000000,0.740570,20.503264,99.733013,19.584197,62.163622,99.736527,99.598942,53.443080,3.000000,99.470244,151.600000,7.533922,0.000000
230.000000,0.560198,21.880482,99.540165,18.722459,59.866976,99.786905,99.656245,57.762924,3.000000,99.328050,166.000000,5.439564,0.000000
240.000000,0.673678,19.323742,99.812433,18.922440,62.431015,99.786710,99.663877,51.240274,3.000000,99.599543,173.200000,5.931519,0.000000
230.000000,0.693574,19.416040,99.845438,19.676974,62.974501,99.706285,99.546264,50.701250,3.000000,99.552177,166.000000,7.755533,0.000000
320.000000,0.723608,18.786108,99.557562,16.549148,55.504650,99.982222,99.970826,52.175013,4.000000,99.539863,229.600000,10.000000,1.000000
290.000000,0.657718,18.761087,99.691439,20.038175,62.368967,99.761037,99.633717,48.634607,4.000000,99.453213,208.000000,8.611414,0.000000
310.000000,0.617154,21.676149,99.502727,18.918627,58.542474,99.946811,99.915652,56.998192,4.000000,99.449802,222.400000,5.922173,0.000000
240.000000,0.736316,18.485307,99.665462,19.646916,63.367617,99.701004,99.539468,48.332548,3.000000,99.367466,173.200000,7.683816,0.000000
260.000000,0.574102,20.804132,99.746072,18.899352,60.461462,99.821105,99.714528,54.961871,4.000000,99.567631,187.000000,5.874908,0.000000
250.000000,0.554064,20.142187,99.577957,18.886284,61.236277,99.737890,99.580540,53.217605,3.000000,99.316953,179.800000,5.842847,0.000000
250.000000,0.566511,20.280668,99.853059,19.228309,61.685905,99.733167,99.576148,53.341192,3.000000,99.586618,179.800000,6.676958,0.000000
270.000000,0.724160,18.224750,99.739288,19.765400,63.069697,99.751613,99.618980,47.605184,4.000000,99.491548,194.200000,7.966070,0.000000
240.000000,0.703319,21.071355,99.732664,20.323391,61.581508,99.798073,99.692502,54.021502,3.000000,99.531278,173.200000,9.279664,0.000000
220.000000,0.718533,20.197103,99.799467,18.621962,61.773126,99.824425,99.725121,53.761822,3.000000,99.624243,158.800000,5.190947,0.000000
260.000000,0.705491,20.273177,99.713629,19.297543,61.126104,99.877070,99.808635,53.172642,4.000000,99.591052,187.000000,6.844537,0.000000
300.000000,0.636402,21.486323,99.734865,16.513545,52.822461,99.983566,99.972714,59.442653,4.000000,99.718475,215.200000,10.000000,1.000000
280.000000,0.654187,20.002669,99.803785,19.316654,61.171204,99.868252,99.794157,52.523427,4.000000,99.672296,201.400000,6.890720,0.000000
310.000000,0.689934,21.540549,99.521846,18.747298,58.573427,99.970371,99.953055,56.865642,4.000000,99.492358,222.400000,5.500867,0.000000
220.000000,0.625579,21.374104,99.858558,19.579676,61.423502,99.739896,99.591231,55.682596,3.000000,99.598822,158.800000,7.523104,0.000000
280.000000,0.558874,21.581628,99.849449,18.857731,59.535309,99.877555,99.804370,57.028899,4.000000,99.727189,201.400000,5.772735,0.000000
310.000000,0.692834,17.908010,99.539731,19.381274,62.292221,99.823499,99.727711,47.097647,4.000000,99.364042,222.400000,7.046640,0.000000
260.000000,0.671181,20.325797,99.626084,19.739555,61.213014,99.832213,99.739856,52.776080,4.000000,99.458925,187.000000,7.904603,0.000000
310.000000,0.733659,16.445531,99.535945,19.143223,63.512260,99.728070,99.575370,43.665123,4.000000,99.265278,222.400000,6.470433,0.000000
260.000000,0.638524,19.622743,99.833915,19.113219,61.760067,99.810047,99.700799,51.803708,4.000000,99.644278,187.000000,6.397452,0.000000
290.000000,0.652273,20.911749,99.683509,16.543288,53.621559,99.978223,99.963932,57.860005,4.000000,99.661801,208.000000,10.000000,1.000000
240.000000,0.616522,21.214753,99.529061,20.534535,61.304346,99.701104,99.537864,54.022485,3.000000,99.231573,173.200000,9.770162,0.000000
310.000000,0.673706,21.266663,99.760747,19.208243,59.434968,99.952712,99.925909,55.783908,4.000000,99.713572,222.400000,6.628312,0.000000
300.000000,0.730150,20.775317,99.596897,19.126628,59.775326,99.955399,99.930458,54.554158,4.000000,99.552476,215.200000,6.430078,0.000000
240.000000,0.722289,19.659074,99.644570,18.588723,61.697241,99.860227,99.779681,52.351084,3.000000,99.505294,173.200000,5.108512,0.000000
310.000000,0.645084,19.315311,99.913222,20.311495,61.995592,99.807133,99.706993,49.825818,4.000000,99.720523,222.400000,9.251923,0.000000
250.000000,0.656245,20.629343,99.771225,19.370288,61.347983,99.835335,99.741878,54.013622,3.000000,99.606937,179.800000,7.020159,0.000000
270.000000,0.623711,15.836639,99.536964,16.553997,59.773106,99.724344,99.536044,44.383976,4.000000,99.262585,194.200000,10.000000,1.000000
190.000000,0.649282,21.959940,99.741081,19.027632,60.936019,99.711116,99.544780,57.721623,3.000000,99.452945,137.800000,6.188831,0.000000
270.000000,0.720778,20.764454,99.665769,20.725840,61.227005,99.838475,99.757327,52.787684,4.000000,99.504783,194.200000,10.211543,0.000000
270.000000,0.656095,21.700785,99.558202,19.687179,59.724364,99.895125,99.836307,56.201198,4.000000,99.453790,194.200000,7.779862,0.000000
240.000000,0.679979,20.913714,99.595487,19.848090,61.283560,99.809583,99.704920,54.093044,3.000000,99.405840,173.200000,8.162356,0.000000
290.000000,0.585114,21.719717,99.625332,19.955494,59.627501,99.864933,99.789549,55.974932,4.000000,99.490772,208.000000,8.416456,0.000000
300.000000,0.645578,19.100375,99.594223,19.650062,61.580832,99.829409,99.736471,49.819335,4.000000,99.424324,215.200000,7.691326,0.000000
270.000000,0.732412,21.321916,99.740099,19.764505,60.336677,99.917210,99.872899,55.275993,4.000000,99.657525,194.200000,7.963942,0.000000
300.000000,0.708522,18.688045,99.576366,20.140949,62.172408,99.811654,99.714630,48.295746,4.000000,99.388818,215.200000,8.852971,0.000000
290.000000,0.700748,19.977767,99.904883,20.794750,61.948578,99.814603,99.722455,50.927772,4.000000,99.719663,208.000000,10.369840,0.000000
280.000000,0.649994,20.324371,99.605862,20.484718,61.247721,99.799878,99.694663,51.951413,4.000000,99.406529,201.400000,9.654752,0.000000
320.000000,0.573049,15.653891,99.549753,16.606002,59.317905,99.759125,99.595381,43.862855,4.000000,99.309962,229.600000,10.000000,1.000000
300.000000,0.638636,19.184072,99.690916,19.521537,61.565828,99.838389,99.749442,50.207865,4.000000,99.529804,215.200000,7.383836,0.000000
280.000000,0.598532,19.107974,99.631053,19.263346,61.717850,99.773860,99.644543,50.253710,4.000000,99.405747,201.400000,6.761816,0.000000
260.000000,0.702760,20.903968,99.502245,18.950023,60.076328,99.914788,99.865956,55.021859,4.000000,99.417457,187.000000,5.999087,0.000000
310.000000,0.600894,21.713068,99.699825,19.881531,59.354921,99.906516,99.854671,56.086165,4.000000,99.606621,222.400000,8.241575,0.000000
250.000000,0.569012,20.776977,99.871467,19.087278,61.189122,99.774515,99.640739,54.752634,3.000000,99.646272,179.800000,6.334290,0.000000
310.000000,0.715023,15.997853,99.523911,16.590475,58.994300,99.891941,99.821354,44.770867,4.000000,99.416367,222.400000,10.000000,1.000000
290.000000,0.734485,18.774267,99.893144,20.040568,62.624278,99.821300,99.729704,48.763092,4.000000,99.714634,208.000000,8.617049,0.000000
240.000000,0.710384,20.292810,99.538174,19.627062,61.619268,99.815882,99.715131,52.770094,3.000000,99.354906,173.200000,7.636403,0.000000
310.000000,0.569940,19.369945,99.737457,19.869885,61.493550,99.773995,99.650102,50.331315,4.000000,99.512045,222.400000,8.213996,0.000000
280.000000,0.620082,21.097356,99.802760,20.531034,60.863253,99.812035,99.711940,53.888722,4.000000,99.615166,201.400000,9.762057,0.000000
260.000000,0.699896,19.978322,99.896145,20.772427,62.398055,99.742152,99.612287,50.948617,4.000000,99.638565,187.000000,10.318600,0.000000
320.000000,0.650379,17.880908,99.710152,20.040786,62.731294,99.736711,99.598267,46.474578,4.000000,99.447626,229.600000,8.617562,0.000000
300.000000,0.742849,18.051717,99.718864,19.172309,62.437257,99.863795,99.789754,47.744594,4.000000,99.583042,215.200000,6.541104,0.000000
240.000000,0.682415,16.519444,99.594867,16.596870,59.712211,99.772188,99.620263,46.171768,3.000000,99.367977,173.200000,10.000000,1.000000
320.000000,0.738338,16.702559,99.807775,18.686720,63.240695,99.827327,99.729737,44.843599,4.000000,99.635435,229.600000,5.351257,0.000000
320.000000,0.743157,16.192913,99.551266,19.057744,63.580893,99.734837,99.585120,43.114527,4.000000,99.287293,229.600000,6.262306,0.000000
310.000000,0.670433,18.561666,99.899758,18.880860,61.891833,99.883233,99.817485,49.403798,4.000000,99.783107,222.400000,5.829534,0.000000
260.000000,0.565869,18.884165,99.680841,18.667703,61.955452,99.712089,99.538682,50.325293,4.000000,99.393849,187.000000,5.304221,0.000000
270.000000,0.651998,18.467690,99.792939,18.758407,62.373653,99.800083,99.683774,49.236081,4.000000,99.593435,194.200000,5.528267,0.000000
240.000000,0.711732,18.301086,99.711514,18.784782,63.119830,99.755939,99.615557,48.748812,3.000000,99.468157,173.200000,5.593272,0.000000
230.000000,0.683461,20.094834,99.565918,19.026063,61.646143,99.802682,99.689337,52.941276,3.000000,99.369457,166.000000,6.185000,0.000000
300.000000,0.636702,18.358632,99.762667,19.978375,62.642462,99.731566,99.587575,47.737290,4.000000,99.494869,215.200000,8.470465,0.000000
270.000000,0.736099,16.891036,99.686269,18.655480,63.610407,99.742495,99.592416,45.294507,4.000000,99.429571,194.200000,5.273970,0.000000
310.000000,0.626968,21.660242,99.784732,20.669812,59.938332,99.882713,99.821373,55.090797,4.000000,99.667697,222.400000,10.082571,0.000000
270.000000,0.747002,20.447644,99.743204,20.835358,61.654831,99.826312,99.741763,51.939749,4.000000,99.569962,194.200000,10.462949,0.000000
230.000000,0.735851,19.140686,99.749036,19.012833,62.716072,99.777115,99.653354,50.653274,3.000000,99.526710,166.000000,6.152693,0.000000
250.000000,0.694490,21.912485,99.597970,19.128518,59.853145,99.915196,99.866674,57.401533,3.000000,99.513507,179.800000,6.434675,0.000000
250.000000,0.589268,19.801933,99.812842,19.243204,62.060192,99.726325,99.566473,52.104352,3.000000,99.539679,179.800000,6.713048,0.000000
210.000000,0.741258,20.455767,99.841557,19.548271,62.329353,99.730157,99.591004,53.422506,3.000000,99.572141,151.600000,7.447911,0.000000
300.000000,0.584188,20.729834,99.620832,19.701957,60.189471,99.855602,99.774878,53.814830,4.000000,99.476981,215.200000,7.815083,0.000000
280.000000,0.749214,19.679617,99.858447,18.595853,61.087850,99.933643,99.895988,52.508049,4.000000,99.792184,201.400000,5.126202,0.000000
290.000000,0.711897,15.187485,99.546311,16.509547,60.265409,99.786601,99.639163,42.714123,4.000000,99.333880,208.000000,10.000000,1.000000
240.000000,0.707723,15.667490,99.655955,16.564386,60.781660,99.702803,99.498581,43.981588,3.000000,99.359780,173.200000,10.000000,1.000000
200.000000,0.691630,21.803632,99.827818,18.779593,60.843857,99.798611,99.686108,57.668451,3.000000,99.626776,145.000000,5.580489,0.000000
210.000000,0.659432,21.219539,99.762927,19.485276,61.540955,99.732471,99.581466,55.352208,3.000000,99.496032,151.600000,7.296826,0.000000
300.000000,0.734606,18.104285,99.822183,20.400492,63.146325,99.751540,99.627065,46.726046,4.000000,99.574165,215.200000,9.459185,0.000000
300.000000,0.582233,21.491869,99.847998,19.295316,59.569390,99.903024,99.847111,56.297104,4.000000,99.751169,215.200000,6.839152,0.000000
300.000000,0.648556,19.730913,99.741782,19.311199,61.021620,99.885518,99.821653,51.817394,4.000000,99.627596,215.200000,6.877542,0.000000
260.000000,0.737960,20.079194,99.591804,20.877434,61.953010,99.770945,99.658249,50.924759,4.000000,99.363684,187.000000,10.559294,0.000000
300.000000,0.613138,20.349540,99.649076,20.854847,61.158424,99.776588,99.661741,51.632148,4.000000,99.426448,215.200000,10.507592,0.000000
240.000000,0.671449,19.128238,99.790024,19.049886,62.649553,99.758989,99.620639,50.604573,3.000000,99.549519,173.200000,6.243139,0.000000
280.000000,0.591664,19.114057,99.850989,18.883807,61.783875,99.797963,99.679877,50.771047,4.000000,99.649252,201.400000,5.836767,0.000000
270.000000,0.617924,19.557528,99.892657,19.427011,61.914512,99.785909,99.664672,51.339814,4.000000,99.678797,194.200000,7.156780,0.000000
260.000000,0.609351,20.949274,99.635196,20.656857,61.167645,99.725273,99.577691,53.296853,4.000000,99.361471,187.000000,10.052715,0.000000
240.000000,0.658481,20.847582,99.846631,19.009239,61.189114,99.845490,99.756180,55.003855,3.000000,99.692359,173.200000,6.143913,0.000000
210.000000,0.712552,20.983462,99.649108,19.960216,61.849649,99.722426,99.576282,54.168637,3.000000,99.372508,151.600000,8.427606,0.000000
260.000000,0.632470,20.412559,99.511104,18.769517,60.413055,99.864004,99.783724,53.989775,4.000000,99.375773,187.000000,5.555658,0.000000
280.000000,0.690011,18.491539,99.645680,18.700150,61.959446,99.856050,99.773329,49.281794,4.000000,99.502240,201.400000,5.384456,0.000000
250.000000,0.747192,20.977043,99.650467,20.015732,61.240890,99.864548,99.794235,54.091301,3.000000,99.515489,179.800000,8.558550,0.000000
280.000000,0.747489,17.603498,99.869206,19.121044,63.313760,99.795759,99.683246,46.740486,4.000000,99.665232,201.400000,6.416493,0.000000
310.000000,0.707345,19.066521,99.948720,20.224598,62.219131,99.844620,99.765718,49.322341,4.000000,99.793420,222.400000,9.048942,0.000000
290.000000,0.561959,20.966697,99.784886,19.162873,60.044309,99.861312,99.780496,55.096742,4.000000,99.646496,208.000000,6.518186,0.000000
300.000000,0.744414,18.252122,99.911636,20.535784,63.197099,99.757135,99.637783,46.996604,4.000000,99.668986,215.200000,9.773052,0.000000
300.000000,0.642972,17.654695,99.566100,19.135815,62.582225,99.759564,99.623619,46.712792,4.000000,99.326707,215.200000,6.452422,0.000000
270.000000,0.687693,18.958317,99.555552,18.752472,61.604537,99.859617,99.778812,50.362918,4.000000,99.415793,194.200000,5.513631,0.000000
240.000000,0.724691,17.804887,99.607662,18.750473,63.402641,99.725703,99.566943,47.479110,3.000000,99.334442,173.200000,5.508699,0.000000
280.000000,0.659832,19.797270,99.659779,19.073600,61.021391,99.878181,99.808841,52.193126,4.000000,99.538374,201.400000,6.300962,0.000000
260.000000,0.737687,20.240859,99.506895,20.438740,61.487664,99.820714,99.729534,51.746292,4.000000,99.328493,187.000000,9.548064,0.000000
270.000000,0.634261,19.634033,99.517228,19.902074,61.600342,99.765471,99.636572,50.837411,4.000000,99.283831,194.200000,8.290194,0.000000
320.000000,0.583888,21.425859,99.907280,19.442091,59.463981,99.918869,99.872829,55.996610,4.000000,99.826224,229.600000,7.193056,0.000000
290.000000,0.607405,17.955889,99.936534,18.715702,62.714354,99.765026,99.627199,48.052227,4.000000,99.701708,208.000000,5.422878,0.000000
320.000000,0.647507,18.801032,99.539306,20.073713,61.685153,99.811379,99.712691,48.622684,4.000000,99.351555,229.600000,8.695040,0.000000
260.000000,0.613348,19.746172,99.881131,19.150584,61.736557,99.787709,99.664767,52.098680,4.000000,99.669092,187.000000,6.488326,0.000000
300.000000,0.717439,19.052692,99.913355,19.448886,61.938111,99.885804,99.824511,50.066961,4.000000,99.799259,215.200000,7.209393,0.000000
270.000000,0.705739,21.885839,99.627535,18.846146,59.129548,99.950599,99.921941,57.682284,4.000000,99.578319,194.200000,5.744268,0.000000
310.000000,0.602538,17.575373,99.599890,16.582184,57.186899,99.910360,99.852167,48.971277,4.000000,99.510609,222.400000,10.000000,1.000000
310.000000,0.671750,18.507517,99.613966,20.723842,62.509019,99.722007,99.582886,47.291086,4.000000,99.337047,222.400000,10.206948,0.000000
290.000000,0.660884,20.873989,99.701825,16.594590,53.714533,99.979193,99.965589,57.712496,4.000000,99.681080,208.000000,10.000000,1.000000
310.000000,0.660330,18.355095,99.656067,16.535632,56.299356,99.958872,99.932341,51.102565,4.000000,99.615081,222.400000,10.000000,1.000000
300.000000,0.682494,18.604768,99.942146,20.078540,62.708012,99.788804,99.678664,48.330729,4.000000,99.731072,215.200000,8.706391,0.000000
290.000000,0.652509,21.897738,99.949212,20.882336,60.390308,99.866453,99.797631,55.510917,4.000000,99.815733,208.000000,10.570508,0.000000
290.000000,0.606996,19.806571,99.948504,20.184223,61.861264,99.771983,99.649171,51.184217,4.000000,99.720605,208.000000,8.954423,0.000000
310.000000,0.602849,21.888110,99.910451,20.376812,59.750302,99.890482,99.831564,56.057903,4.000000,99.801032,222.400000,9.404097,0.000000
320.000000,0.580363,20.876193,99.568157,20.788650,60.238922,99.820185,99.727019,52.936684,4.000000,99.389118,229.600000,10.355840,0.000000
270.000000,0.648172,21.623515,99.602386,19.266419,59.600926,99.907177,99.853758,56.520711,4.000000,99.509932,194.200000,6.769254,0.000000
280.000000,0.655087,19.475239,99.568532,19.776866,61.581378,99.809178,99.704942,50.602925,4.000000,99.378533,201.400000,7.993321,0.000000
280.000000,0.573276,18.952135,99.546514,19.436942,61.843531,99.713741,99.550170,49.645148,4.000000,99.261553,201.400000,7.180672,0.000000
260.000000,0.604440,19.281889,99.778094,16.535160,56.146105,99.908017,99.847553,53.615615,4.000000,99.686315,187.000000,10.000000,1.000000
220.000000,0.639021,21.668552,99.885082,19.864242,61.367452,99.745771,99.604020,56.100302,3.000000,99.631145,158.800000,8.200630,0.000000
290.000000,0.694021,21.472351,99.505806,19.643391,59.506510,99.933874,99.897338,55.656538,4.000000,99.440006,208.000000,7.675400,0.000000
200.000000,0.677067,21.836262,99.736482,19.821994,61.331567,99.707991,99.549396,56.480555,3.000000,99.445243,145.000000,8.100473,0.000000
220.000000,0.735205,19.498416,99.947791,18.661793,62.612235,99.782451,99.664125,52.025075,3.000000,99.730355,158.800000,5.289596,0.000000
290.000000,0.580502,21.048287,99.619325,19.091932,59.707897,99.882067,99.813284,55.289574,4.000000,99.501841,208.000000,6.345627,0.000000
290.000000,0.569795,21.978219,99.768221,18.757073,58.846021,99.915076,99.864129,58.101797,4.000000,99.683494,208.000000,5.524978,0.000000
310.000000,0.701220,21.314127,99.738932,18.611029,58.969388,99.972098,99.955750,56.573091,4.000000,99.711103,222.400000,5.163844,0.000000
260.000000,0.631200,15.998519,99.648795,16.552094,59.874416,99.725248,99.538250,44.862746,4.000000,99.375008,187.000000,10.000000,1.000000
300.000000,0.702010,18.425114,99.738733,20.785025,62.927686,99.714318,99.572931,47.089612,4.000000,99.453798,215.200000,10.347521,0.000000
310.000000,0.575365,20.760537,99.579651,19.127302,59.608114,99.895220,99.834761,54.506937,4.000000,99.475311,222.400000,6.431719,0.000000
310.000000,0.723151,19.402506,99.915899,19.918247,61.718479,99.891434,99.835282,50.451471,4.000000,99.807424,222.400000,8.328444,0.000000
230.000000,0.600641,21.357905,99.570965,19.851658,61.044168,99.718894,99.557897,55.171852,3.000000,99.291065,166.000000,8.170813,0.000000
300.000000,0.748995,18.835502,99.749375,20.933942,62.645400,99.774234,99.666762,47.938717,4.000000,99.524175,215.200000,10.688468,0.000000
260.000000,0.738088,21.245306,99.758967,20.066929,60.763138,99.886534,99.827535,54.753005,4.000000,99.645775,187.000000,8.679084,0.000000
310.000000,0.628861,19.589248,99.690708,18.581701,60.475049,99.914881,99.865247,52.205711,4.000000,99.605852,222.400000,5.091082,0.000000
190.000000,0.669193,21.939640,99.503700,19.284478,60.798188,99.711862,99.548840,57.232570,3.000000,99.216992,137.800000,6.812947,0.000000
300.000000,0.688431,20.849801,99.694044,18.731095,59.582657,99.955307,99.929383,55.236526,4.000000,99.649488,215.200000,5.460885,0.000000
300.000000,0.712451,19.547448,99.854872,18.773058,61.012417,99.933415,99.895729,51.983723,4.000000,99.788384,215.200000,5.564386,0.000000
280.000000,0.616715,21.193450,99.901616,19.273140,60.212700,99.890257,99.827202,55.605206,4.000000,99.791981,201.400000,6.785517,0.000000
270.000000,0.558927,19.924208,99.765018,19.223761,61.306066,99.757555,99.616059,52.406329,4.000000,99.523142,194.200000,6.665937,0.000000
290.000000,0.646309,20.988345,99.636825,20.971242,60.805680,99.814227,99.719437,53.039929,4.000000,99.451727,208.000000,10.773602,0.000000
270.000000,0.746215,19.684383,99.849318,19.827694,61.954011,99.855945,99.780911,51.210197,4.000000,99.705480,194.200000,8.113993,0.000000
290.000000,0.709514,17.785033,99.549303,19.255528,62.652276,99.799015,99.688198,46.916401,4.000000,99.349224,208.000000,6.742891,0.000000
280.000000,0.640150,20.039916,99.531093,20.221628,61.264573,99.794550,99.684478,51.501986,4.000000,99.326606,201.400000,9.041993,0.000000
320.000000,0.579796,16.183929,99.892397,16.544852,59.091940,99.827580,99.712789,45.469442,4.000000,99.720163,229.600000,10.000000,1.000000
310.000000,0.702823,18.281857,99.600027,20.733795,62.693101,99.729230,99.595634,46.727702,4.000000,99.330341,222.400000,10.229836,0.000000
310.000000,0.645148,19.563099,99.901977,20.342230,61.774881,99.820777,99.727781,50.395548,4.000000,99.722930,222.400000,9.323573,0.000000
200.000000,0.648507,21.541051,99.758215,18.930627,61.079540,99.747516,99.600834,56.790238,3.000000,99.506341,145.000000,5.951582,0.000000
230.000000,0.589646,20.940742,99.715702,19.572189,61.437883,99.707209,99.537048,54.534362,3.000000,99.423744,166.000000,7.505185,0.000000
230.000000,0.670854,21.730502,99.797364,19.604979,60.881322,99.827165,99.730706,56.505488,3.000000,99.624880,166.000000,7.583627,0.000000
300.000000,0.724947,19.922278,99.908101,19.001798,60.882907,99.938358,99.904068,52.714707,4.000000,99.846516,215.200000,6.125732,0.000000
300.000000,0.680523,20.131594,99.717193,20.396340,61.209105,99.857918,99.784575,51.634640,4.000000,99.575513,215.200000,9.449528,0.000000
240.000000,0.724754,20.745035,99.715595,19.738737,61.526158,99.837600,99.750858,53.862848,3.000000,99.553656,173.200000,7.902657,0.000000
320.000000,0.734870,19.844922,99.734199,18.656089,60.184290,99.964063,99.943627,52.797546,4.000000,99.698358,229.600000,5.275478,0.000000
320.000000,0.626825,18.858197,99.868821,18.625591,61.263209,99.897051,99.837688,50.397280,4.000000,99.766008,229.600000,5.199940,0.000000
260.000000,0.740245,21.636362,99.847143,20.969012,61.011783,99.844601,99.769431,54.720905,4.000000,99.691982,187.000000,10.768516,0.000000
320.000000,0.623349,20.458574,99.829647,20.675558,60.893739,99.843514,99.763284,52.186525,4.000000,99.673428,229.600000,10.095809,0.000000
250.000000,0.588671,19.944576,99.904453,19.116766,61.982477,99.747559,99.599268,52.645508,3.000000,99.652253,179.800000,6.406085,0.000000
250.000000,0.724074,17.626999,99.789115,18.586460,63.570574,99.755127,99.612777,47.272343,3.000000,99.544759,179.800000,5.102896,0.000000
320.000000,0.657082,19.485513,99.766272,20.998120,61.821842,99.785741,99.680669,49.450889,4.000000,99.552514,229.600000,10.834884,0.000000
310.000000,0.618996,20.099238,99.637248,20.663565,61.108274,99.804286,99.703492,51.226647,4.000000,99.442244,222.400000,10.068174,0.000000
310.000000,0.747382,17.515032,99.727019,20.171966,63.290857,99.749092,99.621933,45.457679,4.000000,99.476796,222.400000,8.925704,0.000000
250.000000,0.619919,21.760665,99.501704,20.994167,60.890811,99.727950,99.583706,54.801861,3.000000,99.231010,179.800000,10.825874,0.000000
220.000000,0.734268,21.286651,99.665418,20.278226,61.615704,99.764220,99.644619,54.563037,3.000000,99.430427,158.800000,9.174282,0.000000
280.000000,0.643309,21.291364,99.511076,19.673872,59.845440,99.890387,99.829073,55.176577,4.000000,99.401999,201.400000,7.748135,0.000000
300.000000,0.614751,21.778405,99.547776,20.161709,59.419108,99.891130,99.831706,55.836408,4.000000,99.439398,215.200000,8.901660,0.000000
270.000000,0.735436,19.012250,99.800949,19.144538,62.114929,99.863922,99.789154,50.221476,4.000000,99.665142,194.200000,6.473632,0.000000
230.000000,0.704447,21.692904,99.823839,19.525778,60.900990,99.851407,99.770603,56.518927,3.000000,99.675508,166.000000,7.394003,0.000000
260.000000,0.718700,21.543334,99.850018,18.813714,59.876536,99.937698,99.902177,56.983403,4.000000,99.787810,187.000000,5.664507,0.000000
230.000000,0.687559,19.521315,99.881891,19.200833,62.671238,99.752742,99.614096,51.481568,3.000000,99.634925,166.000000,6.610339,0.000000
290.000000,0.716507,16.537333,99.564803,18.629740,63.474881,99.740342,99.588167,44.368046,4.000000,99.306275,208.000000,5.210221,0.000000
