Run,N_estagios,pos_alimentacao,razao_refluxo,corte_pct,pressao,z_propeno,F_alimentacao,pureza_topo,pureza_fundo,recuperacao,grau_produto,Q_refervedor,Q_condensador,T_condensador,T_refervedor,precisa_refrig,diametro,altura_total,n_cascos,alfa_topo,alfa_fundo,N_min,R_min,R_sobre_Rmin,CAPEX,CAPEX_anual,OPEX,custo_total,lucro,convergiu,Solved
30,180,0.5034719229582697,19.15764171272516,98.10545530288853,19.24511019177735,0.7647032503508963,1000,99.07931819010349,91.43471571422815,97.2022162213987,1,50.59778728664232,50.59778728664232,46.71766456793972,55.24639208787278,0,4.946072884935357,130.6,3,1.070777485157019,1.167141801428402,63.21323199625203,12.75842153347575,1.501568329785862,41.23853689417165,5.421786198785989,14.0027689722873,19.42455517107329,13.55264579004207,1,1
31,260,0.4166276241932064,18.7282160705328,97.13124095553393,20.19025457367301,0.8974631217140705,1000,99.57123386038444,77.016675984906,96.71477508332819,2,56.42958550132725,56.42958550132725,48.9685513909937,57.54454849793024,0,5.237741136034709,187,4,1.066980598967999,1.151140001507628,64.76107022693873,13.44612851193234,1.392833338898482,54.65471877164931,7.185662301625894,15.61669968887398,22.80236199049987,85.64737896549259,1,1
32,180,0.3026956966575235,9.548920117393136,97.03898414838127,18.62697837717831,0.7020977950394154,1000,91.11598568127381,74.48416568894271,88.41802690189265,0,24.35094189316382,24.35094189316382,45.20337929015557,53.69967642126738,0,3.426264753215991,130.6,3,1.082738686644491,1.15403878241942,30.51845324150282,9.000919397256052,1.060882749411593,27.84047714208499,3.660292680216466,6.739041999126777,10.39933467934324,-78.69015460577582,1,1
33,220,0.4647699128296226,12.12624192483723,97.73476516480372,15.61865447342396,0.7182496997960843,1000,97.52912630091674,88.72054409547916,95.31986255748581,1,33.14124123924864,33.14124123924864,37.28078370316774,45.59913976174948,1,3.985540091307393,158.8,3,1.084915975130648,1.177003088267847,46.94231585461047,10.8850618083349,1.114026005396859,36.33256940226729,4.776780123338654,12.17830144738257,16.95508157072122,9.444192483501212,1,1
34,210,0.6545836623609066,20.62403289437294,97.32253808021406,18.64940689895302,0.8340222333963029,1000,99.84083243798845,87.45537737247363,97.16763216906402,2,59.442157606408,59.442157606408,45.25893551004157,53.75643140468526,0,5.353417640068838,151.6,3,1.071823183999954,1.165709782400931,75.28999036138377,12.89801467342688,1.599008329310059,50.27300332046454,6.609581622012874,16.45041897704806,23.06000059906093,73.0368032885652,1,1
35,210,0.4418353119269013,11.56691070109606,99.72464548103466,16.08530509550124,0.8921466036667116,1000,98.69240917988853,87.22683703948071,98.42065517133594,1,39.84718076361872,39.84718076361872,38.57658420869018,46.9249943702111,1,4.370062803160895,151.6,3,1.08188963710286,1.174133133781196,52.20703757611537,10.40115050758305,1.11207992737564,39.35116618181236,5.173646442845503,14.64251069127109,19.81615713411659,32.38456138046667,1,1
36,220,0.3583616694267839,22.2779981366545,97.63928370632743,19.01448311559856,0.6490993933305145,1000,98.86068827602327,93.84418299177703,96.52686789985434,1,49.59411407930502,49.59411407930502,46.15672246458996,54.673495764439,0,4.89395579893232,158.8,3,1.071827622253094,1.1699584947241,63.5126916205823,13.25586583572421,1.680614334268221,45.81795478867702,6.023859565322228,13.72500575773406,19.74886532305629,-2.82256076853592,1,1
37,200,0.3915981018915772,23.93842960968614,98.35701229987015,20.9184246057272,0.7702139977770858,1000,99.07693419967825,91.89603560832296,97.44911235711179,1,61.05201621113806,61.05201621113806,50.65302066307402,59.26366058946729,0,5.461952324449621,145,3,1.065153123379665,1.161907520840059,66.64979290903428,13.51799342395585,1.770856728430106,46.70453465376971,6.14042156869826,16.89594197971176,23.03636354841002,10.94809824496908,1,1
38,170,0.5307450061459094,10.30669109009206,99.04959455654165,20.75678859639913,0.8503546342793853,1000,95.85903509782297,72.76307240146576,94.94798561020662,1,30.88040456295878,30.88040456295878,50.28268230868434,58.88575955297557,0,3.882216492158186,123.4,3,1.069719229988005,1.145255576046935,40.63149269982271,9.976436814845769,1.033103429749071,28.92395513493772,3.802741624111164,8.546049028116968,12.34879065222813,33.48209687072895,1,1
39,230,0.5775605216436088,12.28468595556915,97.7704795958153,16.07846172213554,0.7615867294748313,1000,98.36877174241323,88.59562671906687,96.17561990507026,1,35.25876656465509,35.25876656465509,38.55777516772946,46.90575174299488,1,4.110759339786614,166,3,1.082318514450943,1.175348418176661,51.1029383181587,11.13333190659784,1.103415047591368,38.62355230613876,5.077984298495035,12.95642142029192,18.03440571878696,14.21135580004072,1,1
40,190,0.3799520919024944,16.49461188070476,98.61431988380291,21.13299189444631,0.7336740914792754,1000,97.07144293658006,88.65982377654701,95.72634325330226,1,40.71815134509801,40.71815134509801,51.14156825598656,59.76213852561108,0,4.464252478901111,137.8,3,1.06694309658134,1.158405719840016,52.46725374935614,12.60127568267162,1.308963655432678,35.83248226902013,4.711031779157873,11.26861265758473,15.9796444367426,13.39320656793065,1,1
41,160,0.4591215850431472,23.35503713324666,99.11912705235696,20.6944007512182,0.6337086237114854,1000,98.30957508430309,95.64363364872594,97.44359263244264,1,49.67073506315148,49.67073506315148,50.13920258917938,58.73934169925968,0,4.922553515453315,116.8,2,1.066869305371666,1.165813959321476,65.57137737811507,13.86010480639853,1.6850548722016,35.18073802579013,4.625344501935821,13.74621035961029,18.37155486154611,-2.233777755448624,1,1
42,170,0.5914551317598671,13.59743979163468,98.05588802974485,21.89465855460614,0.6474157262826338,1000,94.57967802572576,87.13032901020919,92.74094318379886,1,29.32834228591109,29.32834228591109,52.84843420699258,61.5032853893324,0,3.800815698688118,123.4,3,1.067480893546451,1.154511860272542,45.66788663041748,12.57733699448163,1.081106421621733,27.57303675024491,3.625131281809012,8.116520966484941,11.74165224829395,5.496786348098111,1,1
43,110,0.5123617050610483,11.15503429658711,97.9247692512297,21.62386279862374,0.8727727233865299,1000,96.10502221581612,64.63387212913753,94.11062124368097,1,33.07031252197524,33.07031252197524,52.24639003283147,60.88922302925801,0,4.031273080386907,81.39999999999999,2,1.066497150488092,1.134492211579851,39.97316126920861,9.973661115009953,1.118449300407775,22.65876475005433,2.979033381292096,9.152098756081573,12.13113213737367,35.43003630387567,1,1
44,230,0.3983674361221492,17.86982170157135,98.56322167484974,17.8451330479607,0.7262735904227011,1000,99.02335700893498,93.86752299268288,97.60061087859445,1,46.49183130770272,46.49183130770272,43.23664333886427,51.69006360737194,0,4.727455735285379,166,3,1.075555897054201,1.173910646058767,63.01853274756606,12.33319554561874,1.448920649597537,48.02145550253826,6.313562126547585,12.8664593416357,19.18002146818329,9.044454920741368,1,1
45,100,0.4848070195168256,18.1579586109519,99.62544269877394,18.9175536717847,0.8134046330451965,1000,97.74080561953491,88.73971782399751,97.37471029580978,1,52.29150478097375,52.29150478097375,45.9195427497549,54.43124060672011,0,5.024126341856118,74.2,2,1.073557032793404,1.165925512287826,51.95480814270908,11.42886584588854,1.588780449066529,31.10326294985892,4.08926345353902,14.47149964311855,18.56076309665757,22.74606310678221,1,1
46,170,0.369573772098869,10.57713428102434,99.87206489680521,18.12777864195407,0.8429695226079784,1000,96.43275909018982,80.32322634353997,96.3093877403342,1,33.35726520691756,33.35726520691756,43.95450266790658,52.42367212030223,0,4.006240105212485,123.4,3,1.077846284315109,1.161108207767025,41.93347815315566,9.664452984968397,1.094436932692981,33.32214523245166,4.380988287699962,9.231511955130411,13.61250024283037,32.11178967316493,1,1
47,230,0.5505064448285848,22.42218889892101,98.73188091558917,19.66014075476676,0.7226521066529676,1000,99.6999704449899,96.05434854823399,98.43565609262505,2,55.43989468913524,55.43989468913524,47.71537816192154,56.26519615657458,0,5.183190552673186,166,3,1.06860139270032,1.169633367115109,80.68775578783108,13.45389696017592,1.666594367809684,49.12160101532206,6.458202412238967,15.34280605556922,21.80100846780818,54.10852282634532,1,1
48,240,0.6262875406518578,9.974176432490349,99.31625010652142,17.71270993769169,0.8248100679768249,1000,96.46943120941258,80.88752104645677,95.80982157627884,1,31.02339943103024,31.02339943103024,42.89756296799283,51.34350448903137,0,3.860983754828094,173.2,3,1.079196459721083,1.163016162232066,41.81148424713357,9.856287170230896,1.011960818533729,39.35310730278981,5.173901649351803,8.58562238120618,13.75952403055799,28.83942330484367,1,1
49,200,0.4752382039297371,20.96209363281727,99.82372887509177,16.52567749422044,0.6285228422144428,1000,99.46218027249876,98.79698193780122,99.28685716847419,1,48.68511581274111,48.68511581274111,39.77522224474984,48.15110182612085,1,4.831118245689197,145,3,1.079441736542418,1.182430727524814,78.91476678115403,12.7507521037713,1.643988798638575,43.08809437813956,5.664954506773554,17.8901572239886,23.55511173076215,-7.576728151296138,1,1
50,210,0.5407491307761519,15.57653019823134,99.23697509412281,20.4808120335266,0.6367279907106421,1000,97.42563301021404,94.26153467636043,96.68225116563761,1,34.1610781234353,34.1610781234353,49.64569554182515,58.23569407705054,0,4.07923731281571,151.6,3,1.068693915139358,1.165377769992178,58.61392329689578,13.36334152749223,1.165616411597798,34.66806571268378,4.557941536626144,9.453964500400307,14.01190603702645,2.67617893390508,1,1
