N_estagios,pos_alimentacao,razao_refluxo,corte_pct,pressao,z_propeno,Q_refervedor
260,0.4362570044555701,8.408643657818436,99.72051540218969,17.52739549927972,0.6994335403127828,22.73036910416496
250,0.5713546113365329,17.95608972944319,97.79148679052913,20.76673783815838,0.8529428201429313,51.25938772634623
230,0.4567015541451052,17.9219482238926,99.48465535461131,18.60708931566961,0.7147585618466372,45.60578609119898
230,0.5284700608736835,12.77514322942123,99.71765768224498,20.06417208889313,0.8575798018727918,38.7546619697919
140,0.3154307821659371,20.87383944858983,99.63530816619576,17.15644008537941,0.670073156848806,50.95792388940728
220,0.4425843279291876,23.67090724333748,98.34932656771511,14.3009554352928,0.6005394252848345,53.77383228329832
120,0.6294371628565714,8.283379850484431,98.75873157454093,15.06024588580616,0.657770453591086,21.9280524668145
120,0.5177414328450336,20.40131642172113,99.4419700211773,15.25496234015934,0.8283066444915254,63.85487045557296
210,0.5577956650737672,16.68154044958949,98.32798616919517,16.98995027035289,0.7962853935243096,48.46746139805229
200,0.5353902940949424,20.97997260412574,98.49098128325329,19.42744408622757,0.8051510788647691,58.10127984600548
210,0.4125959319006651,19.02492464777827,99.2393161398445,14.47181732760742,0.7748845843124204,56.63945045584973
210,0.513863985268399,16.3345002458021,98.87789866673607,20.13915462020599,0.6609017831639852,37.20937932246684
260,0.3300868459936231,21.88558004591614,98.74736977401727,19.6824716414921,0.8181152673186036,61.30705485439913
110,0.5238735211316495,17.39579143382981,99.04647799739537,17.66769213497825,0.796500562121789,50.12762156347759
170,0.5011241797595285,22.49276284031198,99.89179401035263,20.36196892191097,0.7196865105764475,55.22002595889738
260,0.6974472213746048,16.29536243629828,98.93153427812223,17.18742220436223,0.729989152964484,43.55771290856775
180,0.6964546004611067,12.65720698609203,97.47067533293615,20.91835271302611,0.8135432038332335,34.99704058688333
180,0.6501322237265296,11.19818883357942,97.83511388139529,15.66361861541495,0.8796899087903089,37.72604060780655
110,0.3020696814965457,18.35567227867246,97.31432823074127,16.92723800788447,0.6125844189391472,40.44589147934006
200,0.5799494342819786,18.91867441151291,98.80487378326556,15.37604942765087,0.8091889119603904,57.55110687895862
180,0.437639882430993,22.45891162438691,99.31232589985852,14.51114736628346,0.6169461333880434,52.82661629521722
160,0.6958124412604607,22.0927298880741,97.63333946792238,15.4316746760048,0.711188498637965,57.88296506198338
110,0.5707023906398565,21.84564396186918,99.34321205120213,18.09364824589156,0.8299593322821893,64.51036078178392
230,0.5185113893788308,18.15229291670769,98.05883505307017,15.51847522559576,0.6139879603575915,41.55493862382469
180,0.5516116957315244,10.07609310689196,99.19423845692077,16.74953171342611,0.6878129962261766,26.58230870351675
180,0.6645995780380443,13.70046352453157,98.54253014820328,18.07927414728515,0.7931520857371157,39.36112956116657
150,0.3768279987640679,12.88413873252273,98.25483660007133,18.55153256583214,0.695699541782937,32.20482885713215
150,0.53151677152263,12.84186800117046,99.00306229124678,15.61448496532254,0.7165680546251592,35.32157502756736
230,0.3469905024045147,20.17278613929078,99.26358131901463,17.32285036331043,0.7854021084141685,57.40850075575673
150,0.3156942559882067,15.81773262123018,98.76661314353359,18.6788351091221,0.7998013063083635,44.96429849969586
190,0.6290478921324946,21.81397868050262,97.9660923995234,15.97241661371477,0.7497458094569156,59.85268499425528
200,0.3238241166853346,15.40205909581482,99.7662788659089,18.45473366874084,0.8446131672741612,46.99106148550667
260,0.3882104497998021,19.33767352770641,99.092841185037,21.95728139176592,0.8951361154410755,57.01616151373
230,0.4587356844408437,14.29323224692047,97.89854310474982,21.26035726884939,0.608767843855312,29.2409644512389
230,0.6479915921439416,8.949949920877815,98.24368728321426,14.0079643522799,0.6476302343477262,23.49653314019514
200,0.378068256074097,15.4310584551096,98.96415084395458,15.80171043038368,0.8357584237009752,48.70469693590971
240,0.3356008873155341,20.75117684981972,97.07012626413692,19.60866653050669,0.8020990041632206,56.24250556724531
200,0.6603303298067301,23.36822096534446,98.30376746602268,16.31167456384376,0.8651465592414374,73.53287613797214
160,0.5747152356656269,14.77569457388669,97.54858756952579,14.54674380603246,0.802979944875883,45.38448968661609
220,0.4422093495987355,11.79313489887118,98.89220926338847,14.85155325864628,0.6524094203542219,30.13504270059119
200,0.4760323355431668,12.49148847415298,97.00537635176096,18.46436875572614,0.8353243394145509,37.16221838823181
130,0.3997088649901561,9.941587655100971,97.40364726172147,21.76615110743046,0.6663489840463735,22.53803659752811
220,0.6452949365095235,21.0404059796296,99.33880183484247,16.05015170280076,0.7093656472238247,55.39094710128314
180,0.692322629161179,19.9475324308835,98.47144769510949,15.95216680981778,0.6404199427720858,47.2034096442255
140,0.328585063996166,20.6370002492182,99.51611421197588,19.65262492284737,0.8432812286599539,60.24740329955408
160,0.4992524815256707,12.70736982639879,97.55301108616658,18.88911366691254,0.7665540800974471,34.54566788806307
100,0.6361144113061018,10.43227954089269,97.9378232732997,20.42940439736284,0.8538854975753697,31.21478917538847
230,0.6142492560916579,18.47551164197922,97.95493045166573,19.40935906348936,0.7168889764302643,45.6050359893439
210,0.6214920789236202,18.72110355462879,98.77982773375142,19.73016105553322,0.8606235462622018,55.53852736866903
170,0.6970933374913408,21.90525982460007,97.20244001192492,16.79466252716258,0.8440060498734936,66.04196246775693
250,0.469985636604391,9.598923307377845,99.15841886819564,15.31653784263507,0.6309795836698031,23.99257086629581
180,0.3053974540202878,16.49500872662664,97.17995200463244,17.68258983652294,0.8328069070289377,48.89219297095028
190,0.6475433220162987,21.54312977414578,98.91168606691831,18.41006359316036,0.670623767165537,50.88705631724881
100,0.6287647547785192,21.56661177999899,98.05140996973114,19.75686321199127,0.6315681415846338,46.26823284913039
150,0.510681422550138,21.1565115792416,97.56443799574028,14.74060938840546,0.7288112138929311,57.64479643179545
220,0.3399417646718211,18.88100324036181,99.85665151653004,18.32934669020399,0.7091630479972344,47.98819180392462
210,0.5449452167158946,15.20282467381284,97.08043943694345,21.34540894485079,0.6509194417416584,32.78890181228634
240,0.3376780797420069,18.09880912727117,99.13846642418335,17.20504960441031,0.7735527868847363,51.0588179138803
140,0.5076238729408942,14.87026013833284,97.30207980867777,21.2971156240385,0.7480497811931418,37.03062733047452
250,0.6746026063198223,15.46460286541656,97.06841090133332,16.76963384806737,0.6119733012415934,34.39049766937345
150,0.5942488692791201,23.88592581997439,98.90801708758244,20.37683651470766,0.7678456387755694,61.77513936369356
100,0.3505110947788693,8.155298632249236,97.30848196885034,16.05861096430011,0.7416577590059722,23.56051366309395
210,0.3323875299781561,23.86135095761344,99.1136010470989,15.23404249748401,0.8039102682191412,71.78533380438962
220,0.3663874987334944,15.47292934247106,97.66286332068857,16.75631571046635,0.7053949424727587,39.91385764433497
200,0.3190892341805622,17.45515396862105,98.87927617442291,17.05163620433584,0.7007402358803898,44.71298096526728
130,0.6979911046043038,23.49504546310753,99.46783560917841,15.17382187201828,0.8228230357910273,72.73582485682803
100,0.5676970608394594,19.58441871130839,98.043689536502,16.69508222395368,0.724815409196075,51.51123132703115
260,0.4343181952295825,15.00744227119163,97.218884199767,19.09384476492368,0.6591099874629406,34.42524726252704
260,0.4400280398774892,12.62871493016556,99.34293520091074,20.65930591798201,0.727049419165263,31.9845948675073
230,0.4277200147268362,20.54442845303565,97.04230194549999,18.58063852477633,0.7575380824822699,53.71201521944674
260,0.609806448194012,11.40301659215987,97.58293657033718,21.33492417197861,0.892213667764957,34.589507860432
180,0.3422539798168465,17.83754195921868,99.60576176169718,14.18595584050007,0.6356178587203379,44.11136545438956
190,0.3891999066957272,19.00181130131334,99.73846895938377,17.51716309257038,0.6271740539439954,43.34680954353404
220,0.3835042764688842,17.71106783185899,98.0577989377208,17.00471179667115,0.6684957562356256,42.92760826734834
220,0.355899319829978,10.941223600097,99.29458784941195,20.7241721345,0.8899598630252761,34.2403038557253
140,0.6867247806723229,12.92219273034483,98.60940298140606,14.3143813431859,0.7102017513642787,35.97220720977234
190,0.4327975787904114,22.6181236699,99.87153653869436,15.39057010105252,0.6540793326979503,55.73900626589685
140,0.4519214101679623,13.30236333876476,97.13332915059021,18.50532544845901,0.7801271553672384,36.81062873185001
230,0.5823436574277467,16.92840442345291,97.51133710171443,19.77145349930786,0.6497995839968557,37.600008877481
130,0.3822403425080702,21.93359229850397,97.36514487393541,15.54820663255826,0.6033287395277526,48.521281118786
180,0.5879619613362477,20.34286128931492,97.89224188766745,18.96526468335651,0.8481671084820992,59.63016824740735
210,0.665749859128613,20.07563560155779,97.26368447998532,16.89473459196091,0.7879901661761105,56.6571736173215
170,0.3530226804367266,23.24959713575617,98.67595793991434,20.58155751903728,0.8807507280351827,68.59029828950175
250,0.3096167380723171,14.08996281576157,99.41669345691852,16.3851451927349,0.6633217932423809,35.25669970471106
210,0.5145473349318839,22.16417711321637,97.98322084098638,18.81612846003659,0.8828354495860404,67.63132494710045
150,0.6808800502684899,8.77064277337119,98.84662012402153,16.55220175582357,0.6307847136136377,21.51328057299146
210,0.3826956902874634,19.48136507789418,99.13117859615757,15.18807018943131,0.6638010118471691,48.88405617867001
240,0.3928839440692216,17.05956108368933,97.16849805895299,20.10147497674264,0.8448818055827636,48.73865575484687
210,0.682270654958114,12.45665796951205,98.99385237577874,18.73319431511313,0.8611938249228754,38.78611293689096
100,0.5364885107053443,15.99661909593642,98.71378503505052,21.40306707508117,0.7424414619073737,39.84236348791199
210,0.4291115981171839,16.50220330406725,97.47788098897533,19.9628659653943,0.8582899139838991,48.27542678728594
170,0.4121190126602537,18.49813414353132,98.56225625223065,14.42935572489165,0.6282495469993679,44.44496037757095
150,0.5500083030773326,9.871846026357263,97.80864119256776,19.39013531836867,0.6712811031511752,23.81232278381198
100,0.6352585497123189,11.45182833181694,97.41871146770346,21.02288791067153,0.6893098305061692,26.96152723358089
220,0.3648758718425408,22.41191572082415,99.31750442779071,16.56444809065945,0.6843632716638268,56.18043509440291
160,0.5599773389779963,8.650628449864685,98.33599104188984,19.37923281987198,0.6587220394110074,20.85855018229721
100,0.3231878272940404,20.27854708569497,99.22042959039288,19.23850618919544,0.6932312196280108,48.97624786842416
180,0.5161373301564716,13.05765984077752,98.48124138746485,20.64519075312279,0.6944967540540034,31.25003854934467
240,0.5621320914317853,22.85667247810587,99.35751189428906,17.19671571258642,0.8937758699488594,73.86579085897496
180,0.3183592700415291,13.61112145160511,97.91315433636078,19.486971599387,0.7330068174524232,34.91298304052686
200,0.6222976098980755,11.08616006558388,99.88353408919176,18.66930818546005,0.7238297954548616,29.58084475973943
250,0.3296902265429497,12.67315800732747,99.30685609807499,21.97507281438634,0.6695592017061542,28.72334472747678
230,0.3037327936434187,12.32765566678718,99.03600412882383,15.20903872323222,0.6832789109123871,32.69845087642566
220,0.582868050943967,17.90116297416762,99.42518471687863,19.29481856968254,0.6654911023684311,41.80146385056506
