Run,N_estagios,pos_alimentacao,razao_refluxo,corte_pct,pressao,z_propeno,F_alimentacao,pureza_topo,pureza_fundo,recuperacao,grau_produto,Q_refervedor,Q_condensador,T_condensador,T_refervedor,precisa_refrig,diametro,altura_total,n_cascos,alfa_topo,alfa_fundo,N_min,R_min,R_sobre_Rmin,CAPEX,CAPEX_anual,OPEX,custo_total,lucro,convergiu,Solved
31,190,0.6290478921324946,21.81397868050262,97.9660923995234,15.97241661371477,0.7497458094569156,1000,99.88313061078718,93.93320643979466,97.85160002570041,2,59.85268499425528,59.85268499425528,38.26558239149671,46.60681327029374,1,5.355827491064508,137.8,3,1.080772646004339,1.180263810986301,77.97781402018344,11.96262732266682,1.823510679729145,47.14274934758202,6.198035309581308,21.99386664588901,28.19190195547032,52.03617545327598,1,1
32,200,0.3238241166853346,15.40205909581482,99.7662788659089,18.45473366874084,0.8446131672741612,1000,98.40685818683268,90.21454600679861,98.17686056185499,1,46.99106148550667,46.99106148550667,44.77515053887663,53.26218467379476,0,4.757910130861832,145,3,1.074279369428382,1.168754968716509,55.75570302221995,11.52471187176833,1.336437671257074,43.27723715612223,5.689821822165905,13.00461962924235,18.69444145140826,27.02853825449137,1,1
33,260,0.3882104497998021,19.33767352770641,99.092841185037,21.95728139176592,0.8951361154410755,1000,99.34061962196125,87.63622212760609,98.43944243422177,1,57.01616151373,57.01616151373,52.98692278808659,61.64452721446185,0,5.30094269510921,187,4,1.061328095960546,1.154743255946077,68.5689707726778,14.181107612054,1.363622225902108,53.75188729576818,7.066963637599,15.77903264505306,22.84599628265206,28.96689115087931,1,1
34,230,0.4587356844408437,14.29323224692047,97.89854310474982,21.26035726884939,0.608767843855312,1000,95.29945412846713,89.89987008446236,93.29677717854868,1,29.2409644512389,29.2409644512389,51.42993492471857,60.05634189658764,0,3.78502650511231,166,3,1.068721217377187,1.159048967270684,48.54181060103086,13.12809309791148,1.088751590982725,33.08215943423087,4.349436448408544,8.092339441998861,12.44177589040741,-0.6015658578715846,1,1
35,230,0.6479915921439416,8.949949920877815,98.24368728321426,14.0079643522799,0.6476302343477262,1000,91.80593167092465,82.5400232211456,90.19353241822458,0,23.49653314019514,23.49653314019514,32.58497753066655,40.79130301699496,1,3.361369811074088,166,3,1.097425855789976,1.176965748315316,31.02406703042697,8.941404160035713,1.000955751545188,30.60800453588203,4.02414995931823,8.634192711250376,12.65834267056861,-81.12520175315673,1,1
36,200,0.378068256074097,15.4310584551096,98.96415084395458,15.80171043038368,0.8357584237009752,1000,99.09079706543287,90.64352803777021,98.06436588031191,1,48.70469693590971,48.70469693590971,37.79232428642933,46.12258918554875,1,4.831399914477069,145,3,1.082343219320566,1.178045296067044,57.30471735767442,11.09469187793334,1.390850563935085,43.05646723710473,5.660796367089556,17.89735263404895,23.55814900113851,20.00577452872592,1,1
37,240,0.3356008873155341,20.75117684981972,97.07012626413692,19.60866653050669,0.8020990041632206,1000,99.16736035645519,86.4574494081056,96.26188191082269,1,56.24250556724531,56.24250556724531,47.59244201939566,56.13967316749893,0,5.219807474109135,173.2,3,1.069444238012183,1.16160976874358,61.15607151817755,12.85927496780138,1.613712818318221,50.84848053217165,6.685241784548623,15.56492594071658,22.25016772526521,14.6670836350671,1,1
38,200,0.6603303298067301,23.36822096534446,98.30376746602268,16.31167456384376,0.8651465592414374,1000,99.96477706512354,89.98553808061016,98.26914199402701,2,73.53287613797214,73.53287613797214,39.19559366430735,47.55822951539676,1,5.936794964911027,145,3,1.07952890403497,1.175765129796942,85.10594187367514,11.99087842994682,1.948833115260606,54.58818991306244,7.176915501315471,27.02088088483349,34.19779638614896,69.82292998203144,1,1
39,160,0.5747152356656269,14.77569457388669,97.54858756952579,14.54674380603246,0.802979944875883,1000,99.26921998691886,88.27503400483909,96.83572198852471,1,45.38448968661609,45.38448968661609,34.19663555422989,42.44196250789048,1,4.667777511815636,116.8,2,1.086339481767925,1.180221182127497,55.77287149588287,10.91533749943677,1.353663555950434,35.20165976237993,4.628095161664325,16.67728714350853,21.30538230517285,16.24230149532948,1,1
40,220,0.4422093495987355,11.79313489887118,98.89220926338847,14.85155325864628,0.6524094203542219,1000,96.59747335757507,91.77611312280328,95.52737549591906,1,30.13504270059119,30.13504270059119,35.08964912796176,43.35633855096154,1,3.802283585521376,158.8,3,1.088658923937857,1.182208331030192,45.64123397680321,10.89355261911908,1.082579330288749,34.39450416520187,4.521975366767543,11.07362369104391,15.59559905781145,2.972528507609446,1,1
41,200,0.4760323355431668,12.49148847415298,97.00537635176096,18.46436875572614,0.8353243394145509,1000,97.87961379811514,77.75507169942631,94.94848773651174,1,37.16221838823181,37.16221838823181,44.79917887034094,53.28673383443157,0,4.231241464466654,145,3,1.074907396253226,1.157625919676669,46.50919368808879,11.15081955337056,1.120230527842877,37.80881097327487,4.970867178277168,10.28452006488186,15.25538724315903,26.10848209232065,1,1
